name,attack,attribute,defense,has_materials,has_name_condition,is_extra_deck,is_fusion,is_link,is_pendulum,is_synchro,is_xyz,link_markers,link_number,materials,monster_types,name_condition,number,pendulum_left,pendulum_right,pendulum_text,Type,stars,text
Blackwing - Hurricane the Tornado,0,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,36442179,,,,Winged Beast,1,"Once per turn: You can target 1 Synchro Monster on the field; this card's ATK becomes that monster's current ATK, until the end of this turn."
Blackwing - Jetstream the Blue Sky,100,DARK,800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,87390067,,,,Winged Beast,1,"During damage calculation, you can send this card from your hand to the Graveyard to prevent a ""Blackwing"" monster you control from being destroyed by this battle."
Blackwing - Jin the Rain Shadow,600,DARK,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,38562933,,,,Winged Beast,1,"If this card battles with a monster with DEF equal to or less than this card's ATK, destroy that monster immediately with this card's effect (without applying damage calculation)."
Blackwing - Kalut the Moon Shadow,1400,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,85215458,,,,Winged Beast,3,"During either player's Damage Step, when a ""Blackwing"" monster you control is attacking or being attacked: You can send this card from your hand to the Graveyard; that monster gains 1400 ATK until the end of this turn."
Blackwing - Kochi the Daybreak,700,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,41902352,,,,Winged Beast,4,"If this card was Special Summoned, it cannot be used as a Synchro Material."
Blackwing - Kogarashi the Wanderer,2300,DARK,1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,49460512,,,,Winged Beast,6,"When a face-up ""Blackwing"" monster you control is destroyed by a card effect and sent to the Graveyard (except during the Damage Step): You can Special Summon this card from your hand. When a monster is Synchro Summoned using this card as a Synchro Material, the opponent of this card's owner cannot activate cards or effects."
Blackwing - Kris the Crack of Dawn,1900,DARK,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,81105204,,,,Winged Beast,4,"If you control a ""Blackwing"" monster other than ""Blackwing - Kris the Crack of Dawn"", you can Special Summon this card (from your hand). You can only Special Summon ""Blackwing - Kris the Crack of Dawn"" once per turn this way. Once per turn, this card cannot be destroyed by Spell/Trap effects."
Blackwing - Mistral the Silver Shield,100,DARK,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,46710683,,,,Winged Beast,2,If this card on the field is destroyed and sent to the Graveyard: Reduce the next battle damage you would take this turn to 0.
Blackwing - Nothung the Starlight,2400,DARK,1600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,95040215,,,,Winged Beast,6,"If this card is Special Summoned: Inflict 800 damage to your opponent, then 1 face-up monster your opponent controls loses 800 ATK and DEF. You can only use this effect of ""Blackwing - Nothung the Starlight"" once per turn. During your Main Phase, you can Normal Summon 1 ""Blackwing"" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)"
Blackwing - Oroshi the Squall,400,DARK,600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,73652465,,,,Winged Beast,1,"If you control a ""Blackwing"" monster other than ""Blackwing - Oroshi the Squall"", you can Special Summon this card (from your hand). You can only Special Summon ""Blackwing - Oroshi the Squall"" once per turn this way. If this card is sent to the Graveyard as a Synchro Material Monster: You can target 1 monster on the field; change that target's battle position."
Blackwing - Pinaki the Waxing Moon,1200,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,55610595,,,,Winged Beast,3,"Cannot be used as a Synchro Material, except for the Synchro Summon of a ""Blackwing"" Synchro Monster. During the End Phase, if this card is in the Graveyard because it was sent there from the field this turn: You can add 1 ""Blackwing"" monster from your Deck to your hand, except ""Blackwing - Pinaki the Waxing Moon"". You can only use this effect of ""Blackwing - Pinaki the Waxing Moon"" once per turn."
Blackwing - Shura the Blue Flame,1800,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,58820853,,,,Winged Beast,4,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 ""Blackwing"" monster with 1500 or less ATK from your Deck, but its effects are negated."
Blackwing - Silverwind the Ascendant,2800,DARK,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 ""Blackwing"" Tuner + 2 or more non-Tuner monsters","['Synchro', 'Effect']",,33236860,,,,Winged Beast,8,"When this card is Synchro Summoned: You can target up to 2 face-up monsters on the field with DEF lower than this card's ATK; destroy those targets. You cannot conduct your Battle Phase the turn you activate this effect. During each of your opponent's turns, the first ""Blackwing"" monster you control that would be destroyed by battle, is not destroyed."
Blackwing - Sirocco the Dawn,2000,DARK,900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,75498415,,,,Winged Beast,5,"If your opponent controls a monster and you control no monsters, you can Normal Summon/Set this card without Tributing. Once per turn, during your Main Phase 1: You can target 1 ""Blackwing"" monster you control; until the end of this turn, it gains ATK equal to the total ATK of all ""Blackwing"" monsters currently on the field, except itself. Monsters other than the targeted monster cannot attack during the turn you activate this effect."
Blackwing - Steam the Cloak,800,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Tuner'],,9047460,,,,Winged Beast,3,"If this face-up card leaves the field: Special Summon 1 ""Steam Token"" (Aqua-Type/WIND/Level 1/ATK 100/DEF 100). If this card is in your Graveyard: You can Tribute 1 monster; Special Summon this card from the Graveyard. You can only use this effect of ""Blackwing - Steam the Cloak"" once per Duel. If this card Summoned this way is used as a Synchro Material Monster, all other Synchro Material Monsters must be ""Blackwing"" monsters."
Blackwing - Tornado the Reverse Wind,1000,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,73534250,,,,Winged Beast,4,"When this card is Normal Summoned while your opponent controls a Special Summoned monster: You can target 1 ""Blackwing"" Tuner in your Graveyard; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except ""Blackwing"" monsters, also Special Summon that monster, but its effects are negated."
Blackwing - Vayu the Emblem of Honor,800,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Tuner', 'Effect']",,72714392,,,,Winged Beast,1,"This face-up card on the field cannot be used as a Synchro Material. If this card is in the Graveyard: You can target 1 non-Tuner ""Blackwing"" monster in your Graveyard; banish both this card and that target, and if you do, Special Summon 1 ""Blackwing"" Synchro Monster from your Extra Deck whose Level equals the total Levels of the banished monsters, but its effects are negated."
Blackwing - Zephyros the Elite,1600,DARK,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,14785765,,,,Winged Beast,4,"If this card is in your Graveyard: You can return 1 face-up card you control to the hand; Special Summon this card, and if you do, take 400 damage. You can only use this effect of ""Blackwing - Zephyros the Elite"" once per Duel."
Blackwing Armed Wing,2300,DARK,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 ""Blackwing"" Tuner + 1 or more non-Tuner monsters","['Synchro', 'Effect']",,76913983,,,,Winged Beast,6,"If this card attacks a Defense Position monster, it gains 500 ATK during the Damage Step only, also inflict piercing battle damage to your opponent."
Blackwing Armor Master,2500,DARK,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 ""Blackwing"" Tuner + 1 or more non-Tuner monsters","['Synchro', 'Effect']",,69031175,,,,Winged Beast,7,"Cannot be destroyed by battle, and you take no battle damage from attacks involving this card. At the end of the Damage Step, if this card attacked a monster: You can place 1 Wedge Counter on that monster (max. 1). You can remove all Wedge Counters from your opponent's monsters; the ATK and DEF of those monsters that had Wedge Counters become 0 until the end of this turn."
Blackwing Tamer - Obsidian Hawk Joe,2600,DARK,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 ""Blackwing"" Tuner + 1 or more ""Blackwing"" non-Tuner monsters","['Synchro', 'Effect']",,81983656,,,,Warrior,7,"You can target 1 Level 5 or higher Winged Beast-Type monster in your Graveyard; Special Summon it. During either player's turn, when your opponent activates a card or effect that targets only this card, or when your opponent targets this card for an attack: You can target 1 other ""Blackwing"" monster you control that would be an appropriate target; that card/effect/attack now targets the new target. You can only use each effect of ""Blackwing Tamer - Obsidian Hawk Joe"" once per turn."
Blade Armor Ninja,2200,WIND,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,2 Level 4 Warrior-Type monsters,"['Xyz', 'Effect']",,82944432,,,,Warrior,4,"Once per turn: You can detach 1 Xyz Material from this card to target 1 ""Ninja"" monster you control; it can make a second attack during each Battle Phase this turn."
Blade Bounzer,1800,EARTH,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,70194827,,,,Warrior,4,"Once per turn, if this card attacks and your opponent controls a monster at the end of the Damage Step: You can discard 1 card; this card can attack an opponent's monster once again during this Battle Phase."
Blade Garoodia the Cubic Beast,0,FIRE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,78509901,,,,Beast,3,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 2 ""Cubic"" monsters you control to the Graveyard. If Summoned this way, this card gains 2000 ATK. This card can make a second attack during each Battle Phase. When this card destroys a monster by battle: You can target up to 3 ""Vijam the Cubic Seed"" in your Graveyard; send this card to the Graveyard, and if you do, Special Summon them, then you can add 1 ""Buster Gundil the Cubic Behemoth"" from your Deck to your hand."
Blade Knight,1600,LIGHT,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,39507162,,,,Warrior,4,"While you have 1 or less cards in your hand, this card gains 400 ATK. If you control no other monsters, the effects of Flip monsters destroyed by battle with this card are negated."
Blade Rabbit,400,EARTH,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,58268433,,,,Beast,2,"When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field."
Blade Skater,1400,EARTH,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,97023549,,,,Warrior,4,"An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack."
Bladefly,600,WIND,700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,28470714,,,,Insect,2,"As long as this card remains face-up on the field, increase the ATK of all WIND monsters by 500 points and decrease the ATK of all EARTH monsters by 400 points."
Blast Asmodian,1000,FIRE,300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,11685347,,,,Fiend,3,"If any Spell or Trap Card(s) are Chained, inflict 500 damage to your opponent."
Blast Juggler,800,FIRE,900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,70138455,,,,Machine,3,You can only activate this effect during your Standby Phase. Tribute this face-up card to select and destroy 2 face-up monsters with an ATK 1000 or less.
Blast Magician,1400,FIRE,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,21051146,,,,Spellcaster,4,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target."
Blast Sphere,1400,DARK,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,26302522,,,,Machine,4,"If this face-down Defense Position card was attacked by an opponent's monster, before damage calculation: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase: Destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the ATK the destroyed monster had on the field."
"Blaster, Dragon Ruler of Infernos",2800,FIRE,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,53804307,,,,Dragon,7,"If this card is in your hand or Graveyard: You can banish a total of 2 FIRE and/or Dragon-Type monsters from your hand and/or Graveyard, except this card; Special Summon this card. During your opponent's End Phase, if this card was Special Summoned: Return it to the hand. You can discard this card and 1 FIRE monster to the Graveyard, then target 1 card on the field; destroy that target. If this card is banished: You can add 1 FIRE Dragon-Type monster from your Deck to your hand. You can only use 1 ""Blaster, Dragon Ruler of Infernos"" effect per turn, and only once that turn."
"Blaze Fenix, the Burning Bombardment Bird",2800,FIRE,2300,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1 Machine-Type monster + 1 Pyro-Type monster,"['Fusion', 'Effect']",,6602300,,,,Pyro,8,"Once per turn, during your Main Phase: You can inflict 300 damage to your opponent for each card on the field. This card cannot attack during the turn you activate this effect."
Blazewing Butterfly,1500,FIRE,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Gemini', 'Effect']",,16984449,,,,Insect,4,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
Åú You can Tribute this card, then target 1 Gemini monster in your Graveyard, except ""Blazewing Butterfly""; Special Summon that target, and if you do, it becomes an Effect Monster, and gains its effect."
Blazing Hiita,800,FIRE,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,92518817,,,,Spellcaster,4,"Once per turn, you can Tribute 1 FIRE monster (except this card) to Special Summon 1 FIRE monster from your hand. The monster Special Summoned by this effect is destroyed if ""Blazing Hiita"" is removed from your side of the field."
Blazing Inpachi,1850,FIRE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,5464695,,,,Pyro,4,"A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes."
Blindly Loyal Goblin,1800,EARTH,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,35215622,,,,Warrior,4,"As long as this card remains face-up on the field, control of this card cannot switch."
Blizzard Dragon,1800,WATER,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,61802346,,,,Dragon,4,Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the end of your opponent's next turn.
Blizzard Falcon,1500,WATER,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,43694481,,,,Winged Beast,4,"If this card's current ATK is higher than its original ATK: You can inflict 1500 damage to your opponent. This effect can only be used once while this card is face-up on the field. You can only use the effect of ""Blizzard Falcon"" once per turn."
Blizzard Princess,2800,WATER,2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,28348537,,,,Spellcaster,8,"You can Tribute Summon this card in face-up Attack Position by Tributing 1 Spellcaster-Type monster. After this card was Normal Summoned, your opponent cannot activate Spell/Trap Cards for the rest of that turn."
Blizzard Thunderbird,1600,WATER,1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,50920465,,,,Winged Beast,4,"You can discard 1 card; Special Summon 2 WATER Winged-Beast-Type monsters, 1 from your hand and 1 from your Graveyard, except ""Blizzard Thunderbird"", then return this card from the field to the hand. You can only use this effect of ""Blizzard Thunderbird"" once per turn."
Blizzard Warrior,1400,WATER,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,96565487,,,,Warrior,3,"If this card destroys an opponent's monster by battle, look at the top card of their Deck, then return it to either the top or bottom of their Deck."
"Blizzed, Defender of the Ice Barrier",300,WATER,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,60161788,,,,Aqua,1,"When this card is destroyed by battle and sent to the Graveyard, draw 1 card."
Block Dragon,2500,EARTH,3000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,94689206,,,,Rock,8,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Graveyard) by banishing 3 EARTH monsters from your hand and/or Graveyard, and cannot be Special Summoned by other ways. Rock-Type monsters you control cannot be destroyed, except by battle. If this card is sent from the field to the Graveyard: You can add up to 3 Rock-Type monsters from your Deck to your hand, whose total Levels equal 8. You can only use this effect of ""Block Dragon"" once per turn."
Block Golem,1000,EARTH,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,72580321,,,,Rock,3,"If all the monsters in your Graveyard are EARTH: You can Tribute this card to target 2 Level 4 or lower Rock-Type monsters in your Graveyard, except ""Block Golem""; Special Summon those targets, but their effects that activate on the field cannot be activated this turn."
Block Spider,0,EARTH,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,79636594,,,,Insect,1,"Your opponent cannot target Insect-Type monsters for attacks, except this one. If this card is Special Summoned: You can Special Summon 1 ""Block Spider"" from your Deck. You can only use this effect of ""Block Spider"" once per turn."
Blocker,850,DARK,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,34743446,,,,Machine,4,"Constructed from several components, this monster can launch them in a pincer attack."
Blockman,1000,EARTH,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,48115277,,,,Rock,4,"You can Tribute this card; Special Summon in Defense Position, a number of ""Block Tokens"" (Rock-Type/EARTH/Level 4/ATK 1000/DEF 1500) equal to the number of your turns this card has been face-up on your field. These Tokens cannot declare an attack."
Blood Mefist,2800,DARK,1300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1 Tuner + 1 or more non-Tuner monsters,"['Synchro', 'Effect']",,30757396,,,,Fiend,8,"Once per turn, during your opponent's Standby Phase: You can inflict 300 damage to your opponent for each card your opponent controls. Each time your opponent Sets a Spell or Trap Card(s): Inflict 300 damage to your opponent."
Blood Sucker,1300,DARK,1500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,97783659,,,,Zombie,4,"When this card inflicts Battle Damage to your opponent, send the top card of your opponent's Deck to the Graveyard."
Bloom Diva the Melodious Choir,1000,LIGHT,2000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"1 ""Melodious Maestra"" monster + 1 ""Melodious"" monster","['Fusion', 'Effect']",,84988419,,,,Fairy,6,"Cannot be destroyed by battle or card effects, also you take no battle damage from attacks involving this card. If this card battles a Special Summoned monster, after damage calculation: You can inflict damage to your opponent equal to the difference between the original ATK of that opponent's monster and this card, and if you do, destroy that opponent's monster."
Bloom Prima the Melodious Choir,1900,LIGHT,2000,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"1 ""Melodious Maestra"" monster + 1 ""Melodious"" monster","['Fusion', 'Effect']",,24672164,,,,Fairy,7,"1 ""Melodious Maestra"" monster + 1 or more ""Melodious"" monstersThis card gains 300 ATK for each Fusion Material used for its Fusion Summon. This card can make a second attack during each Battle Phase. If this Fusion Summoned card is sent to the Graveyard: You can target 1 ""Melodious"" monster in your Graveyard; add it to your hand."
Blowback Dragon,2300,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,25551951,,,,Machine,6,"Once per turn: You can target 1 card your opponent controls; toss a coin 3 times, and destroy that target if at least 2 of the results are Heads."
Blue Dragon Ninja,2100,WATER,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,14568951,,,,Sea Serpent,5,"Once per turn, during either player's turn: You can discard 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack."
Blue Dragon Summoner,1500,WIND,600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,55969226,,,,Spellcaster,4,"If this card is sent from the field to the Graveyard: You can add 1 Dragon, Warrior, or Spellcaster-Type Normal Monster from your Deck to your hand."
Blue Duston,0,WATER,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,40217358,,,,Fiend,1,"Cannot be used as a Fusion, Synchro, or Xyz Material for a Summon. While this card is face-up on the field, it cannot be Tributed. When this card on the field is destroyed: Banish 1 random card from the controller's hand, face-down, until the next turn's Standby Phase. You can only control 1 face-up ""Blue Duston""."
Blue Flame Swordsman,1800,FIRE,1600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,50903514,,,,Warrior,4,"Once per turn, during either player's Battle Phase: You can target 1 other Warrior-Type monster you control; this card loses exactly 600 ATK, and if it does, that monster gains 600 ATK. When this card you control is destroyed by your opponent's card (by battle or card effect) and sent to your Graveyard: You can banish this card from your Graveyard, then target 1 FIRE Warrior-Type monster in your Graveyard; Special Summon that target."
Blue Mountain Butterspy,0,DARK,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,54582424,,,,Warrior,4,Cannot be Normal Summoned/Set. When you Normal Summon a Warrior-Type monster: You can Special Summon this card from your hand. This card cannot be used as a Synchro Material Monster.
Blue Rose Dragon,1600,DARK,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,98884569,,,,Dragon,4,"When this card on the field is destroyed and sent to the Graveyard: You can target 1 ""Black Rose Dragon"" or 1 Plant-Type monster in your Graveyard; Special Summon that target."
Blue Thunder T-45,1700,LIGHT,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,14089428,,,,Machine,4,"If this card destroys an opponent's monster by battle: Special Summon 1 ""Thunder Option Token"" (Machine-Type/LIGHT/Level 4/ATK 1500/DEF 1500). This Token cannot be Tributed for a Tribute Summon."
Blue-Blooded Oni,1000,DARK,1700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,7953868,,,,Zombie,4,When this card is Normal or Flip Summoned: It is changed to Defense Position. Once per turn: You can detach 1 Xyz Material you control to target 1 Level 4 Zombie-Type monster in your Graveyard; Special Summon that target.
Blue-Eyed Silver Zombie,900,DARK,700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,35282433,,,,Zombie,3,The beams from the eyes of this creature are said to turn enemies into zombies.
Blue-Eyes Alternative White Dragon,3000,LIGHT,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,38517737,,,,Dragon,8,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by revealing ""Blue-Eyes White Dragon"" in your hand. You can only Special Summon ""Blue-Eyes Alternative White Dragon"" once per turn this way. This card's name becomes ""Blue-Eyes White Dragon"" while it is on the field or in the Graveyard. Once per turn: You can target 1 monster your opponent controls; destroy it. This card cannot attack the turn this effect is activated."
Blue-Eyes Chaos MAX Dragon,4000,DARK,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Ritual', 'Effect']",,55410871,,,,Dragon,8,"You can Ritual Summon this card with ""Chaos Form"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. If this card attacks a Defense Position monster, inflict double piercing battle damage to your opponent."
Blue-Eyes Shining Dragon,3000,LIGHT,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,53347303,,,,Dragon,10,"Cannot be Normal Summoned/Set. Must be Special Summoned by Tributing 1 ""Blue-Eyes Ultimate Dragon"", and cannot be Special Summoned by other ways. This card gains 300 ATK for each Dragon-Type monster in your Graveyard. During either player's turn, when a card or effect is activated that targets this card (except during the Damage Step): You can negate that effect."
Blue-Eyes Spirit Dragon,2500,LIGHT,3000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,"1 Tuner + 1 or more non-Tuner ""Blue-Eyes"" monsters","['Synchro', 'Effect']",,59822133,,,,Dragon,9,"Neither player can Special Summon 2 or more monsters at the same time. Once per turn, during either player's turn, when an effect of a card in the Graveyard is activated: You can negate the activation. During either player's turn: You can Tribute this Synchro Summoned card; Special Summon 1 LIGHT Dragon-Type Synchro Monster from your Extra Deck in Defense Position, except ""Blue-Eyes Spirit Dragon"", but destroy it during the End Phase of this turn."
Blue-Eyes Toon Dragon,3000,LIGHT,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"['Toon', 'Effect']",,53183600,,,,Dragon,8,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks."
Blue-Eyes Twin Burst Dragon,3000,LIGHT,2500,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""","['Fusion', 'Effect']",,2129638,,,,Dragon,10,"Must be either Fusion Summoned, or Special Summoned by sending the above monsters you control to the Graveyard (in which case you do not use ""Polymerization""), and cannot be Special Summoned by other ways. Cannot be destroyed by battle. This card can make up to 2 attacks on monsters during each Battle Phase. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster."
Blue-Eyes Ultimate Dragon,4500,LIGHT,3800,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""",['Fusion'],,23995346,,,,Dragon,12,
Blue-Eyes White Dragon,3000,LIGHT,2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,89631139,,,,Dragon,8,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale."
Blue-Winged Crown,1600,WIND,1200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Normal'],,41396436,,,,Winged Beast,4,"With hair shaped like a crown and a body encased in bluish white flames, this bird is a formidable sight."
BM-4 Blast Spider,1400,DARK,2200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,['Effect'],,40634253,,,,Machine,4,"Once per turn: You can target 1 DARK Machine monster you control and 1 face-up card your opponent controls; destroy them. If a monster you control that was originally a DARK Machine destroys an opponent's monster(s) by battle or card effect and sends it to the GY: You can inflict damage to your opponent equal to half the original ATK of 1 of those monsters(s) destroyed and sent to the GY. You can only use this effect of ""BM-4 Blast Spider"" once per turn."
